Row_ID,Order_ID,Order_Date,Ship Date,Ship Mode,Customer ID,Customer Name,Profit,Discount,City,State,Postal Code,Region,Product_ID,Category,Sub_Category,Product Name,Sales,Quantity
1062,CA-2016-161263,4/16/16,4/21/16,Standard Class,TS-21160,Theresa Swint,4.5216,0.2,Toledo,Ohio,43615,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3
1063,CA-2016-161263,4/16/16,4/21/16,Standard Class,TS-21160,Theresa Swint,-2.2134,0.2,Toledo,Ohio,43615,East,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",10.416,7
1064,CA-2016-161263,4/16/16,4/21/16,Standard Class,TS-21160,Theresa Swint,1.2792,0.2,Toledo,Ohio,43615,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.872,3
1065,CA-2016-161263,4/16/16,4/21/16,Standard Class,TS-21160,Theresa Swint,-27.7158,0.4,Toledo,Ohio,43615,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,118.782,3
1066,CA-2016-161263,4/16/16,4/21/16,Standard Class,TS-21160,Theresa Swint,0.2353,0.2,Toledo,Ohio,43615,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.448,1
1067,CA-2016-161263,4/16/16,4/21/16,Standard Class,TS-21160,Theresa Swint,-46.225,0.7,Toledo,Ohio,43615,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47,5
1068,CA-2017-157686,10-01-2017,10-02-2017,First Class,BD-11620,Brian DeCherney,12.178,0.2,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4
1069,US-2018-139955,9/28/18,9/30/18,Second Class,CM-12160,Charles McCrossin,-0.3488,0.2,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.744,1
1070,US-2016-150161,7/25/16,7/29/16,Standard Class,RB-19795,Ross Baird,-18.4624,0.7,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.176,4
1071,CA-2016-144652,11/20/16,11/26/16,Standard Class,SN-20560,Skye Norling,5.0596,0,Los Angeles,California,90008,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,19.46,7
1072,CA-2017-152814,4/28/17,05-02-2017,Standard Class,EH-14005,Erica Hernandez,9.9468,0.2,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472,3
1073,CA-2018-106943,11/14/18,11/19/18,Standard Class,FO-14305,Frank Olsen,3.024,0.2,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2
1074,CA-2017-134348,11-12-2017,11/19/17,Standard Class,MS-17710,Maurice Satty,-4.598,0.7,Mesa,Arizona,85204,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5
1075,CA-2017-134348,11-12-2017,11/19/17,Standard Class,MS-17710,Maurice Satty,-3.3488,0.7,Mesa,Arizona,85204,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7
1076,CA-2017-134348,11-12-2017,11/19/17,Standard Class,MS-17710,Maurice Satty,1.999,0.2,Mesa,Arizona,85204,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2
1077,CA-2017-161781,9/29/17,9/30/17,First Class,CC-12100,Chad Cunningham,10.6288,0,Columbus,Indiana,47201,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7
1078,CA-2018-132521,9/23/18,9/25/18,Second Class,DW-13540,Don Weiss,33.5888,0,Seattle,Washington,98105,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2
1079,CA-2018-132521,9/23/18,9/25/18,Second Class,DW-13540,Don Weiss,8.4888,0,Seattle,Washington,98105,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3
1080,CA-2018-132521,9/23/18,9/25/18,Second Class,DW-13540,Don Weiss,2.322,0.2,Seattle,Washington,98105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1
1081,CA-2016-110016,11/29/16,12-04-2016,Standard Class,BT-11395,Bill Tyler,9.3624,0,Detroit,Michigan,48227,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4
1082,CA-2016-110016,11/29/16,12-04-2016,Standard Class,BT-11395,Bill Tyler,121.7601,0,Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9
1083,US-2017-143819,03-01-2017,03-05-2017,Standard Class,KD-16270,Karen Daniels,-264.9208,0.4,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8
1084,US-2017-143819,03-01-2017,03-05-2017,Standard Class,KD-16270,Karen Daniels,12.1348,0,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1
1085,US-2017-143819,03-01-2017,03-05-2017,Standard Class,KD-16270,Karen Daniels,105.2468,0,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2
1086,US-2017-143819,03-01-2017,03-05-2017,Standard Class,KD-16270,Karen Daniels,2400.9657,0,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7
1087,CA-2017-167584,08-12-2017,08-12-2017,Same Day,LC-16870,Lena Cacioppo,3.1104,0,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1
1088,CA-2017-166163,8/15/17,8/20/17,Second Class,CY-12745,Craig Yedwab,7.1976,0.2,Oakland,California,94601,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3
1089,CA-2017-166163,8/15/17,8/20/17,Second Class,CY-12745,Craig Yedwab,1.512,0,Oakland,California,94601,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1
1090,CA-2018-158407,06-04-2018,06-10-2018,Standard Class,LW-16990,Lindsay Williams,1.999,0.2,Monroe,North Carolina,28110,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2
1091,CA-2018-158407,06-04-2018,06-10-2018,Standard Class,LW-16990,Lindsay Williams,25.1944,0.2,Monroe,North Carolina,28110,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2
1092,CA-2016-143490,12-06-2016,12/13/16,Standard Class,NP-18325,Naresj Patel,33.642,0,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9
1093,CA-2016-143490,12-06-2016,12/13/16,Standard Class,NP-18325,Naresj Patel,19.1786,0.2,San Diego,California,92105,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.184,2
1094,CA-2016-165085,12/27/16,12/31/16,Standard Class,BT-11485,Brad Thomas,14.161,0,Clinton,Maryland,20735,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.9,5
1095,CA-2016-165085,12/27/16,12/31/16,Standard Class,BT-11485,Brad Thomas,103.2284,0,Clinton,Maryland,20735,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2
1096,CA-2018-160423,1/21/18,1/26/18,Standard Class,PS-19045,Penelope Sewall,30.4682,0.2,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7
1097,CA-2018-160423,1/21/18,1/26/18,Standard Class,PS-19045,Penelope Sewall,-28.6272,0.7,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7
1098,CA-2015-159338,6/25/15,6/28/15,First Class,NS-18640,Noel Staavos,11.196,0.2,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5
1099,CA-2017-107216,6/14/17,6/17/17,First Class,PV-18985,Paul Van Hugh,2.0416,0,San Francisco,California,94122,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4
1100,CA-2017-107216,6/14/17,6/17/17,First Class,PV-18985,Paul Van Hugh,4.1031,0,San Francisco,California,94122,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3
1101,CA-2017-107216,6/14/17,6/17/17,First Class,PV-18985,Paul Van Hugh,9.6657,0,San Francisco,California,94122,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1
1102,CA-2017-107216,6/14/17,6/17/17,First Class,PV-18985,Paul Van Hugh,2.5056,0,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3
1103,US-2018-145863,4/21/18,4/27/18,Standard Class,RP-19390,Resi Plking,-4.7145,0.8,Houston,Texas,77041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,3
1104,US-2018-145863,4/21/18,4/27/18,Standard Class,RP-19390,Resi Plking,-4.9878,0.8,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3
1105,CA-2017-112340,10/21/17,10/27/17,Standard Class,NM-18520,Neoma Murray,11.2308,0,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3
1106,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,-16.3644,0.2,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6
1107,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,-0.7566,0.6,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2
1108,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,-17.248,0.8,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5
1109,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,21.888,0.2,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12
1110,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,13.8267,0.2,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3
1111,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,25.186,0.2,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5
1112,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,3.6288,0.2,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2
1113,US-2017-110156,11/19/17,11/24/17,Standard Class,EH-13945,Eric Hoffmann,-2.0264,0.8,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2
1114,CA-2018-140585,12/18/18,12/23/18,Second Class,RA-19915,Russell Applegate,16.3352,0.2,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2
1115,CA-2018-140585,12/18/18,12/23/18,Second Class,RA-19915,Russell Applegate,-12.6882,0.15,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1
1116,CA-2018-140585,12/18/18,12/23/18,Second Class,RA-19915,Russell Applegate,57.5904,0,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,LogitechIlluminated - Keyboard,119.98,2
1117,CA-2017-144855,7/22/17,7/24/17,Second Class,DL-13495,Dionis Lloyd,3.024,0,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2
1118,CA-2016-142755,09-04-2016,09-08-2016,Standard Class,CS-12355,Christine Sundaresam,137.151,0,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5
1119,CA-2016-142755,09-04-2016,09-08-2016,Standard Class,CS-12355,Christine Sundaresam,111.591,0,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5
1120,CA-2016-142755,09-04-2016,09-08-2016,Standard Class,CS-12355,Christine Sundaresam,2.0492,0,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2
1121,CA-2016-142755,09-04-2016,09-08-2016,Standard Class,CS-12355,Christine Sundaresam,7.4872,0,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2
1122,US-2015-147627,1/20/15,1/26/15,Standard Class,HL-15040,Hunter Lopez,181.9818,0,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7
1123,US-2015-147627,1/20/15,1/26/15,Standard Class,HL-15040,Hunter Lopez,6.6584,0,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7
1124,US-2015-147627,1/20/15,1/26/15,Standard Class,HL-15040,Hunter Lopez,11.58,0,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4
1125,US-2015-147627,1/20/15,1/26/15,Standard Class,HL-15040,Hunter Lopez,1.7901,0,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3
1126,US-2015-147627,1/20/15,1/26/15,Standard Class,HL-15040,Hunter Lopez,10.9698,0,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3
1127,US-2015-147627,1/20/15,1/26/15,Standard Class,HL-15040,Hunter Lopez,224.2674,0,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3
1128,CA-2016-105970,03-02-2016,03-07-2016,Standard Class,PA-19060,Pete Armstrong,2.6416,0,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1
1129,CA-2016-105970,03-02-2016,03-07-2016,Standard Class,PA-19060,Pete Armstrong,50.94,0,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6
1130,CA-2017-112102,04-12-2017,4/16/17,Standard Class,BD-11605,Brian Dahlen,75.6624,0,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4
1131,CA-2017-112102,04-12-2017,4/16/17,Standard Class,BD-11605,Brian Dahlen,20.0851,0,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1
1132,CA-2017-112102,04-12-2017,4/16/17,Standard Class,BD-11605,Brian Dahlen,28.755,0,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5
1133,US-2017-114776,12-06-2017,12-07-2017,First Class,GG-14650,Greg Guthrie,9.3312,0,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3
1134,US-2017-134908,06-05-2017,06-09-2017,Standard Class,JS-15940,Joni Sundaresam,-23.364,0.2,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4
1135,US-2017-134908,06-05-2017,06-09-2017,Standard Class,JS-15940,Joni Sundaresam,2.646,0.2,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3
1136,US-2017-148803,12-11-2017,12-11-2017,Same Day,LR-16915,Lena Radford,7.4571,0.2,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3
1137,CA-2017-152170,11-12-2017,11/15/17,Second Class,FH-14275,Frank Hawley,129.384,0,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8
1138,CA-2017-152170,11-12-2017,11/15/17,Second Class,FH-14275,Frank Hawley,10.5504,0,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2
1139,CA-2017-152170,11-12-2017,11/15/17,Second Class,FH-14275,Frank Hawley,8.991,0,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2
1140,CA-2017-152170,11-12-2017,11/15/17,Second Class,FH-14275,Frank Hawley,5.5566,0,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7
1141,CA-2017-152170,11-12-2017,11/15/17,Second Class,FH-14275,Frank Hawley,8.69,0,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2
1142,CA-2015-146969,9/29/15,10-03-2015,Standard Class,AP-10915,Arthur Prichep,53.196,0,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2
1143,CA-2015-146969,9/29/15,10-03-2015,Standard Class,AP-10915,Arthur Prichep,2.8776,0,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4
1144,CA-2015-146969,9/29/15,10-03-2015,Standard Class,AP-10915,Arthur Prichep,3.1104,0,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1
1145,CA-2015-146969,9/29/15,10-03-2015,Standard Class,AP-10915,Arthur Prichep,223.054,0.2,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2
1146,CA-2015-146969,9/29/15,10-03-2015,Standard Class,AP-10915,Arthur Prichep,16.7886,0,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1
1147,CA-2016-112452,04-04-2016,04-04-2016,Same Day,NC-18340,Nat Carroll,107.346,0.1,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2
1148,CA-2016-112452,04-04-2016,04-04-2016,Same Day,NC-18340,Nat Carroll,2.628,0,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2
1149,CA-2016-112452,04-04-2016,04-04-2016,Same Day,NC-18340,Nat Carroll,5.8696,0,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2
1150,CA-2016-112452,04-04-2016,04-04-2016,Same Day,NC-18340,Nat Carroll,0.438,0,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1
1151,CA-2016-112452,04-04-2016,04-04-2016,Same Day,NC-18340,Nat Carroll,209.993,0,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2
1152,CA-2016-113971,05-08-2016,5/14/16,Standard Class,CB-12535,Claudia Bergmann,1.2528,0.2,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6
1153,CA-2017-160395,12/31/17,01-06-2018,Standard Class,KL-16555,Kelly Lampkin,1.638,0,Reno,Nevada,89502,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2
1154,CA-2017-160395,12/31/17,01-06-2018,Standard Class,KL-16555,Kelly Lampkin,53.9217,0.2,Reno,Nevada,89502,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7
1155,CA-2015-136567,12/20/15,12/21/15,First Class,PS-19045,Penelope Sewall,0,0,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2
1156,CA-2015-136567,12/20/15,12/21/15,First Class,PS-19045,Penelope Sewall,493.7856,0,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7
1157,CA-2015-136567,12/20/15,12/21/15,First Class,PS-19045,Penelope Sewall,29.2857,0,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3
1158,CA-2015-136567,12/20/15,12/21/15,First Class,PS-19045,Penelope Sewall,100.122,0,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2
1159,CA-2017-149314,07-02-2017,07-07-2017,Second Class,GB-14530,George Bell,19.5184,0.2,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1
1160,CA-2018-147039,6/29/18,07-04-2018,Standard Class,AA-10315,Alex Avila,90.735,0,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3
1161,CA-2018-147039,6/29/18,07-04-2018,Standard Class,AA-10315,Alex Avila,5.77,0,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2
1162,CA-2015-126522,09-01-2015,09-05-2015,Second Class,LT-16765,Larry Tron,15.6426,0,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3
1163,CA-2015-127964,03-03-2015,03-08-2015,Standard Class,AP-10720,Anne Pryor,4.5954,0,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1
1164,CA-2015-127964,03-03-2015,03-08-2015,Standard Class,AP-10720,Anne Pryor,40.872,0.2,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3
1165,CA-2015-127964,03-03-2015,03-08-2015,Standard Class,AP-10720,Anne Pryor,9.1785,0.2,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5
1166,CA-2015-117709,05-04-2015,05-08-2015,Standard Class,PM-18940,Paul MacIntyre,21.06,0,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4
1167,CA-2016-125416,11-02-2016,11-02-2016,Same Day,KC-16540,Kelly Collister,49.2723,0,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9
1168,CA-2018-145226,12-08-2018,12-10-2018,Second Class,DL-13315,Delfina Latchford,33.9388,0,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2
1169,CA-2018-145226,12-08-2018,12-10-2018,Second Class,DL-13315,Delfina Latchford,0,0,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3
1170,CA-2018-145226,12-08-2018,12-10-2018,Second Class,DL-13315,Delfina Latchford,9.3312,0,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3
1171,CA-2018-145226,12-08-2018,12-10-2018,Second Class,DL-13315,Delfina Latchford,8.2992,0,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4
1172,US-2015-100279,03-10-2015,3/14/15,Standard Class,SW-20275,Scott Williamson,10.7424,0,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2
1173,CA-2015-158064,4/21/15,4/25/15,Standard Class,AA-10375,Allen Armold,5.5755,0.2,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5
1174,US-2016-104430,10/22/16,10/26/16,Standard Class,LT-17110,Liz Thompson,-7.764,0.8,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,4
1175,CA-2016-132080,8/22/16,8/25/16,First Class,DP-13105,Dave Poirier,16.2864,0.2,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6
1176,CA-2017-161207,8/29/17,09-03-2017,Standard Class,AB-10060,Adam Bellavance,8.0997,0,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3
1177,CA-2015-120243,12/27/15,12/30/15,Second Class,AT-10435,Alyssa Tate,5.4332,0,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,4
1178,CA-2017-113621,12-01-2017,12-05-2017,Standard Class,JE-15745,Joel Eaton,51.75,0,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2
1179,CA-2017-113621,12-01-2017,12-05-2017,Standard Class,JE-15745,Joel Eaton,44.9925,0,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3
1180,CA-2017-168081,4/24/17,4/27/17,Second Class,CA-12055,Cathy Armstrong,64.674,0.2,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3
1181,CA-2015-128146,6/21/15,6/25/15,Standard Class,DB-13060,Dave Brooks,357.1911,0,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7
1182,CA-2015-128146,6/21/15,6/25/15,Standard Class,DB-13060,Dave Brooks,1.0904,0,Lakewood,New Jersey,8701,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2
1183,CA-2018-138779,1/14/18,1/15/18,First Class,RB-19570,Rob Beeghly,7.3386,0.2,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1
